Date,Open,High,Low,Close,Adj Close,Volume
2000-09-28,143.187500,146.328125,142.890625,145.000000,97.622635,7036400
2000-09-29,145.468750,145.968750,143.625000,143.625000,96.696838,9333600
2000-10-02,144.281250,144.906250,143.140625,143.843750,96.844124,5517800
2000-10-03,144.531250,145.750000,142.281250,142.500000,95.939461,9347200
2000-10-04,142.875000,144.250000,141.750000,143.687500,96.738937,6148900
2000-10-05,143.406250,144.843750,143.312500,144.187500,97.075562,4566900
2000-10-06,143.875000,144.640625,139.750000,141.062500,94.971626,10014900
2000-10-09,141.312500,141.312500,139.375000,140.000000,94.256302,4508000
2000-10-10,140.093750,141.250000,137.687500,137.687500,92.699409,6104700
2000-10-11,137.625000,138.625000,135.125000,136.531250,91.920929,10346000
2000-10-12,137.281250,137.593750,132.781250,133.125000,89.627632,12336900
2000-10-13,132.937500,137.656250,132.875000,137.562500,92.615265,11778800
2000-10-16,137.406250,138.234375,136.687500,138.187500,93.036072,5659000
